x y z
-0.016 -1.033 10.191
0.024 -1.049 10.671
0.425 -1.030 10.801
0.925 -1.152 10.105
1.078 -1.071 10.048
0.911 -1.055 9.888
1.252 -0.891 10.167
1.253 -0.888 10.518
0.389 -0.955 10.295
0.894 -1.060 9.622
1.282 -1.170 10.079
0.315 -0.886 9.663
0.961 -0.890 9.662
-0.686 -0.624 9.824
-0.450 -0.537 9.675
1.019 -0.790 9.150
-0.059 -0.771 9.576
-0.340 -0.728 9.122
0.430 -0.574 9.393
-0.301 -0.405 10.275
0.769 -0.392 9.340
1.426 -0.469 8.943
0.562 -0.565 9.921
0.497 -0.713 8.925
0.705 -0.541 9.587
0.260 -0.368 9.664
1.085 -0.738 9.251
0.525 -0.960 9.542
-0.374 -0.706 9.864
0.278 -0.946 9.272
-0.373 -0.817 9.961
-0.147 -0.887 10.137
0.268 -0.983 9.301
0.019 -1.108 9.500
-0.406 -0.878 10.226
-0.152 -1.079 9.416
0.077 -0.660 10.400
0.280 -0.710 10.339
0.543 -0.758 9.341
0.789 -0.632 9.938
0.767 -0.501 10.677
0.242 -0.494 9.710
0.917 -0.579 10.705
-0.253 -0.588 9.698
0.988 -0.555 9.418
1.040 -0.416 10.152
-0.540 -0.031 9.906
0.577 -0.659 9.773
-0.227 -0.336 9.910
0.071 -0.345 9.480
1.497 -0.767 9.115
0.361 -0.613 9.693
-0.353 -0.403 9.421
1.164 -0.751 9.046
-0.504 -0.608 9.299
0.762 -0.508 8.610
1.019 -0.552 8.566
-0.197 -0.359 8.968
0.180 -0.395 9.047
0.711 -0.421 9.172
-0.048 -0.658 9.267
0.636 -0.930 8.795
-0.031 -0.890 8.793
-0.391 -0.858 9.545
0.000 -0.910 8.977
0.223 -0.784 9.433
0.199 -0.698 9.211
0.579 -0.739 8.551
0.511 -0.888 9.252
0.159 -0.747 9.660
0.170 -0.709 8.771
0.830 -0.803 9.526
-0.054 -0.945 8.853
0.962 -0.848 8.683
1.117 -0.686 9.462
-0.451 -0.366 9.243
0.326 -0.561 8.995
1.367 -0.351 9.510
-0.006 -0.601 9.004
1.339 -0.811 8.844
0.227 -0.662 9.359
-0.344 -0.608 9.852
0.504 -0.675 9.210
0.769 -0.538 10.091
0.372 -0.785 9.514
0.732 -1.092 9.353
-0.231 -1.424 10.027
-0.546 -1.336 9.778
0.257 -1.357 9.472
0.214 -1.188 10.049
0.473 -1.279 9.702
0.744 -1.250 9.648
0.409 -1.274 10.086
0.572 -1.037 9.973
1.123 -1.060 9.721
0.913 -0.854 10.222
0.899 -0.898 9.666
1.025 -0.875 9.631
0.459 -0.774 10.041
0.450 -0.587 9.689
0.898 -0.583 9.108
0.811 -0.626 9.668
0.516 -0.529 8.652
0.904 -0.330 9.153
0.021 -0.168 9.522
0.299 -0.191 8.309
1.848 -0.254 8.658
0.352 -0.115 8.429
1.550 -0.280 8.413
0.459 -0.121 9.082
-0.476 0.069 8.569
0.551 -0.204 7.627
0.506 -0.280 8.085
-0.768 -0.202 7.561
0.693 -0.339 7.956
-0.309 -0.388 8.797
-0.084 -0.428 8.408
1.301 -0.709 7.968
0.961 -1.021 8.375
0.351 -0.949 8.065
1.194 -1.076 8.368
0.655 -0.910 8.904
0.752 -1.019 8.681
0.859 -1.375 8.311
0.633 -1.521 8.701
0.062 -1.546 8.510
0.513 -1.616 8.541
-0.226 -1.567 9.154
-0.806 -1.289 8.863
0.196 -1.513 8.514
0.174 -1.402 8.609
-0.595 -1.400 8.481
0.546 -1.639 8.747
-0.194 -1.185 9.432
-0.582 -1.062 9.331
0.327 -1.289 8.718
0.509 -1.059 9.162
-0.390 -0.999 8.629
1.064 -1.243 8.840
-0.049 -1.111 9.142
0.567 -0.812 9.039
1.490 -1.007 9.115
0.310 -1.100 9.800
0.028 -0.976 9.040
0.326 -1.008 9.632
-0.330 -0.952 9.666
0.592 -1.067 8.748
0.272 -0.871 9.398
