A_X[LSB] A_Y[LSB] A_Z[LSB]
-158 1529 17540
-214 1307 16989
-483 868 17463
-757 457 17090
-633 220 17170
-525 471 17007
-267 469 17028
-326 764 17078
-208 724 16443
-352 970 16900
-491 868 16508
